"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Antigua and Barbuda","ATG","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","44.9194442959582","49.4448992440485","63.8063929870173","72.5856005385639","80.4614177468652","89.9172261966327","64.3507616439391","70.7830195796554","77.7008759689975","101.040772881638","89.9071902274969","71.1924587725438","77.2368131935569","74.120172549337","74.2922272352554","77.4023934495352","74.4619353354795","71.5820717237203","76.0333587543051","73.7484716656527","70.2728263824749","67.3098993378646","69.0841784442401","60.044123393735","60.7653928301747","58.2409409477541","62.4969903241966","64.4142160534144","66.7898975931842","70.7354655253179","71.0973928970972","69.5839146245488","57.7067896262573","58.9108989937268","56.1596849792379","57.9475106068796","60.4221797848047","58.2162204305103","49.3243713213634","46.8856685063058","","",
"Australia","AUS","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","14.0617462614568","15.0250797993616","12.6309269061831","13.8340538569717","13.7644951447158","15.2673404163427","15.1302275901734","13.8934954855353","14.4855967078189","13.3341488776072","13.2213234894957","12.9366812227074","11.9735569896342","11.0204081632653","13.2167217086811","14.7355252245541","13.3837261004891","14.6538261322228","14.593919517985","15.3604143119823","15.9126423096957","16.7443542289866","16.8337415275958","15.6274126169954","15.0090237899918","17.3096651980504","18.086140954431","17.0940111103721","16.6447494335476","16.9791507976235","17.0703629800908","16.1917214061886","16.4189385923175","17.8946157593692","18.5214131428989","19.8846667893329","19.3931375912388","18.9000001800858","20.4748536380903","20.8021606935129","21.6041545927346","22.1489118374042","20.7912269229902","21.20985026754","19.936527496033","21.0293134437218","21.7258081848393","21.8769841818375","22.7390989651597","22.8264756791295","20.8738652537682","20.5050985738418","21.7681052912881","21.285861624297","21.5040832798588","21.5344232529339","21.5184465691816","20.6226164342654","",
"Austria","AUT","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","23.2619333531499","21.90190727576","22.2017169658101","22.8578819152166","23.5861823273426","24.469021610696","25.2168611261517","24.6042864922738","24.704709754286","25.8772578713134","27.4686347379741","27.3451164450274","27.3653527595025","27.5374530454263","30.4533618798182","28.5044982994871","31.1637552121951","32.3236388901356","30.5528947681532","32.436443896278","35.1319343020553","35.3958886799749","32.3756174907055","31.9939861646944","33.8239884147413","35.1618400644921","32.0168825067653","31.4475178481923","33.4916241396946","35.5231560498709","35.7909548316155","35.4579178120841","34.4748998079566","31.8011524808936","33.8285594524044","34.7234607571822","35.8343950133252","37.8396074770871","38.5761282051164","38.9031024586734","42.0142216659345","42.9191092459869","41.6287818010806","41.8169676971425","43.9251307189084","45.4140534786122","47.2466423435202","48.172384639555","48.8248221152974","41.8548144134358","47.7576359096203","51.154117778086","51.1785012313079","50.625120789651","50.1295251925899","49.2045197877218","48.9051786808671","50.7713899409531","",
"Azerbaijan","AZE","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3333333333333","44.04","54.825","76.028025477707","30.6282092340539","53.4070672040491","55.9211007831369","53.0443593072222","54.5282799511713","41.8558448782814","38.3777368008308","37.3165776205884","50.0486597938144","65.5453718603512","72.718107430072","52.9007785985227","38.758255006348","28.5128964581019","23.4667590165732","23.1082959987641","20.6812669257035","24.0810644752506","25.2883893489114","26.2600116874635","26.2096685368412","34.806730415594","43.6496693432541","41.9754160185128","",
"Burundi","BDI","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","13.3928578261662","14.6551729913369","16.3934421622452","14.2857144084702","12.0805373091302","12.534289462699","12.9921803763367","11.8857765527851","13.3668122270742","12.0945742954996","11.6210197230579","14.1716801439181","15.0749696694666","13.3327311322885","15.5339377333162","19.0017705948535","16.6528767491649","17.2914189235808","20.2264008026176","22.7221415213696","23.2920650338144","22.037695696343","26.9074459918851","24.7477597409048","23.5523097883576","20.7869023928065","22.31563049832","25.7386317272753","25.9531832539286","22.9435654028731","27.7751472575537","28.5051827766189","29.4769508903169","27.1610357564277","28.4817585329216","27.278283560511","15.7534012542759","14.4399066511085","19.44027986007","15.9639877031181","16.234753894772","15.784843450019","16.988025225784","20.9948980541304","24.6233698947461","28.9","35.1","31.9999986368881","36.6999993197774","29.2000032854075","29.800003758426","34.2000025536135","33.9999881157879","37.5000131147541","34.3000081959398","16.4319511094016","16.6482440889095","","",
"Belgium","BEL","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","38.5006742171141","39.805297416531","40.584551925824","42.6700447308363","42.8293237005105","42.0067982078801","44.3696402393845","42.2675614468502","44.4056565132509","47.6910087327158","42.5882052929773","41.6378761319849","40.9015799340434","45.9150483449068","52.1538360395404","45.4127663673475","48.0550865023352","47.9643728536876","46.3519823900111","51.4297563328984","52.7118876749688","55.9177884650568","59.566332931019","59.7434718084117","63.545597271042","61.1601122440448","54.8086938933802","53.8202994202806","56.7711582939049","61.107861959133","59.5983185376022","58.1110259261217","56.0198770682048","52.6788580835718","54.5730712660193","56.023699553625","57.6173090601938","60.4699234894036","60.0872277491198","60.0985153095903","69.221483839487","67.6740971389271","64.8101122243425","63.3942183688236","65.6678633648332","69.8549958777555","71.9827613916644","73.6727852920912","79.2120619353629","67.0469816168365","74.6517191841698","81.1181191132935","81.6891402092541","80.4883419933435","82.0379474596709","79.4349613261823","81.6069268870647","84.3494148385159","",
"Benin","BEN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","12.1102860037387","9.53463213652839","9.95930446110374","11.6258988070834","12.2431651526909","14.9057105712226","16.1960629695616","19.7722662705327","19.0765867798385","21.4285057250714","24.4613236152013","27.8326141260428","26.800149392693","25.9501669628165","29.4946483665807","33.4129820337852","31.0285113990042","34.7807829045215","34.5453644374484","37.0217886787244","37.3221067200718","43.9588716369158","40.0862995442378","31.577722696885","30.9319281707312","36.6485996242477","32.6154967527009","30.9506070946337","32.0830888173539","24.8049383776371","26.5388791344867","30.3422307728013","33.5015977552095","32.917416096905","36.0734606362612","36.4311975077222","30.0189798910533","31.5354950169417","32.5006857471368","40.9818247690357","34.8513011152416","36.9267572657403","31.2963832785345","29.7383029341792","27.5517039269865","26.8845212723972","28.3238499014467","35.2184550856344","33.6432797971259","31.4752029123896","32.8522114883263","29.4447675743111","31.7345243026357","36.6336893525784","42.8433836858006","34.3580654166157","36.2628237785","40.290728837914","",
"Burkina Faso","BFA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","15.839404612418","15.7899764009717","15.7059646946391","15.6690091988758","11.5184394568252","11.3766205814937","11.6484883364785","13.9273070528145","15.2873906772355","16.5323946242926","16.1417701889841","19.9310890976094","21.2889996660341","22.9195387310593","24.4729157208656","30.1511163590201","27.0082432329274","30.4432668926016","27.7508292684115","29.2824436783171","31.2625076586155","31.4351136452015","31.6240353150483","29.5741478477064","28.7577920382322","31.0260822887558","28.9711662892219","28.0811295265822","27.1309820899936","23.6458973519231","24.4559590282232","23.3486879839288","19.5275360085764","20.6735406720758","25.0276010932215","26.6069148783492","27.6166925636234","26.6038877818834","28.1316805532505","24.167958054611","24.9797804120741","23.1258274819798","21.6962215677674","22.022305325467","25.8001442021992","25.7917231350678","25.3825431371085","24.8748323702842","26.343241549352","27.7215067833491","29.640088938434","33.1503015025526","37.1605300374804","27.8558846486241","24.3633700940981","24.9967058780766","25.9729732123163","26.3541172693171","",
"Bangladesh","BGD","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","9.30725837281466","11.6999989681888","10.8080969923682","11.6562779409751","14.1218553939094","13.3665973042485","12.6518221475519","12.5957179860198","11.606331446801","11.6653287574603","12.5074840612315","10.7275845200351","13.7325591531154","11.8552471769742","10.348545600697","8.10054723852476","17.6361931614715","12.3814462328921","15.4808518001798","15.7978440622703","17.8829473211837","14.1162959381045","15.5316243276076","14.7130315900677","13.4154720403534","12.8377060246289","11.8358105449764","11.6977479923371","12.2497633446486","12.7850303011279","13.0581855259296","12.2272149164418","12.3473285920799","14.1043140341485","13.864320908288","17.3448618625588","16.3695800738575","15.8051428327327","16.1227321741207","16.6292981713845","16.9775131339119","18.7114578649468","16.557411788963","16.2267362042167","15.7117252031078","20.0040929665367","21.7584608673034","22.9470478066831","24.9620555504832","23.1526633174097","21.7787299851405","27.4987748801959","27.9493338841896","26.7585286136071","25.5244202017989","24.7493225204896","21.3045813926876","20.2678924628174","",
"Bulgaria","BGR","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","30.6886123066186","34.5226112588971","33.2164891600317","36.9396201860833","38.2461502514927","43.2022408138597","43.4699248775556","42.6223539813804","45.8960858101817","48.1583761167482","36.7278687657797","39.2041267501842","52.9382470119522","45.8347273335564","45.6725646879757","49.9061355885094","45.3890464275785","37.2841597671788","35.3118513393298","47.658609360737","41.8199786592571","44.5387141881565","41.9455602818418","44.9419226717496","52.5086581357126","57.6334912434889","64.5382954615918","71.2117105760746","72.3014903258705","50.6090902489385","53.0283678363222","58.6929011008061","63.9745783784574","65.3007777333964","65.8594011175319","63.9566153957315","59.6651439498566","63.7069549941856","",
"Bahrain","BHR","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","115.240471461877","120.009203159751","106.77706448789","92.9507334092851","93.8440585631597","89.8405068822373","84.8131044698092","87.4000382154648","77.4944328712018","87.6299235905555","94.6051370724346","95.6386472316644","96.7420454545455","80.7292998516852","73.9849014051351","70.4737687766559","76.2018949658674","69.5052959617436","63.8854285837168","62.964453222111","56.6284184451879","53.4154400665755","58.3898628770108","56.0284684464097","62.1321301503599","64.4194629552946","62.4642492706133","58.1055213402395","63.305228249075","49.4981315443774","50.9350767827277","74.7412199630314","83.7417205368742","87.0708066370954","79.5138993992248","71.6506085452675","65.5871543772608","","",
"Bahamas, The","BHS","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","66.1430575035063","67.5156174915906","60.2035391995491","62.8772560473302","62.3694356817385","59.551416080593","58.0159279778393","58.3067953554456","59.2709121933431","57.9049544994944","55.8032445026988","","57.1688438928805","55.9592545799116","55.1675259388781","51.2145384367964","51.3932729624838","53.3804848112918","54.9163021289006","57.8190634524799","42.8544807938904","43.0690069981649","39.2458487715175","41.5973810340409","38.4282919944264","34.1025271473546","35.2533063362378","37.7867522740851","42.6363839694191","49.2414369667314","47.9208614529201","47.935588067642","42.3303639766138","43.7223151105018","50.898420626685","46.1237815400401","45.565320486281","49.8462212406341","38.7057656267225","37.6778051829577","41.8093914702231","",
"Bosnia and Herzegovina","BIH","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.3989382618954","71.4678736413432","83.8823372827429","72.7973298559813","98.3634118315508","94.1766626566701","75.5002714042572","75.9264246365736","70.9293545705858","83.1684918110656","66.8439328746846","71.633751623694","63.0217106412829","56.4503042173539","59.3148095972739","48.7381182425403","51.2726713903235","55.8003766650648","55.7945689061123","54.1881933715064","56.6700440188883","53.3281843918999","52.2324663855899","55.6929210167304","",
"Belarus","BLR","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.64896073903","33.3333333333333","57.6086956521739","83.3502538071066","84.1061091440454","54.0530299910216","50.4250960440786","65.6562985579151","63.9065684365836","61.6317764594536","72.3983446101294","70.2973237369855","67.3745423382546","68.9854723668665","74.2501770290328","59.08654296872","64.2337921203023","67.2108252637516","68.6617233270771","59.759183004167","62.9578979110603","79.5088935540041","74.3083620349781","61.4823871290472","55.7104203103354","57.9040596348719","62.6999757764695","67.0619492580728","",
"Belize","BLZ","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","57.3915222960823","63.0512105741474","59.0555325090913","54.3968950637626","58.7029967769402","51.2824701077912","48.637928845819","52.3837623742918","56.9746457145462","57.4821635407217","51.2739504808613","0","52.91925097894","50.1844082854901","52.4382053827774","49.1110077653383","50.2658782463792","55.7071612444386","56.9276992803042","67.3542528864735","73.6730377264624","69.0967627164251","66.1299369037765","65.936450980314","58.5134691219086","62.6950688595531","61.6518082604582","61.2168579796149","69.6529652403363","56.296464808168","57.8261988326033","63.2124234177314","62.1337316636227","65.3908845897877","64.1082969829542","64.8063976380829","60.5358962774257","57.6186606055101","",
"Bermuda","BMU","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5109312552507","30.1860729397289","28.8430021703291","28.6550861872345","29.5925155775955","","","","","",
"Bolivia","BOL","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","23.9339138200491","23.3374384236453","25.6054064201239","26.3423988842399","23.4720717932849","26.6852367688022","26.4779874213836","26.0162601626016","24.0384615384615","23.252444766389","24.3585499089555","24.40073755378","24.0191387559809","28.3198797087686","26.7976966639699","32.2166341078183","29.8864031316882","29.6449420108081","30.1082418020797","27.3960758230795","22.5225225225225","22.9166666666667","29.3296089385475","24.0445859872611","25.8179562722903","22.8428532667725","25.7141088274368","24.1272059176097","23.1388089398917","23.1564657875992","23.9262932088405","26.9656203429122","29.0650961029083","28.3863600301386","27.1975393849157","27.1865647706149","27.2744206481735","29.3590609478957","32.5824778546884","27.2873561905612","27.3230291378382","25.2556728275699","27.7158053967754","26.3671016601731","26.3258757529664","32.093798986877","32.7661345975672","34.2662550218096","37.9604649665247","32.9044492235457","34.3241704723204","38.3886933674563","37.7825646765385","37.1384280434366","41.9713816961157","37.0645490574389","31.9130288352972","31.8005085153227","",
"Brazil","BRA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","7.11728554327239","7.33945907077904","5.18897394767796","9.11100002127562","5.6776000056402","5.55592484290456","5.99166922704867","5.7689710655619","6.61038441129829","6.55371309699865","7.44975914768755","8.13797343242644","8.844075564518","9.50158099803278","13.8837280806904","11.5055803106496","9.43261782257726","7.91774763658594","7.86439435789246","9.17556778799975","11.3058307064925","9.79944909521963","8.27447902353463","9.00834119424021","7.92438729311929","7.09531456076386","6.35457655453407","6.19266264606477","5.69253804870036","5.46126798028507","6.9617655463444","7.91394353581263","8.38509433055603","9.09604605458896","9.66785406991572","9.45558496072482","8.90538179274132","9.59255968601575","9.40808459248784","11.4172682172491","12.4517133524146","14.564574352134","13.3877671308534","12.9596010144732","13.1324909668183","11.8429658002257","11.6673833032613","11.9649364188483","13.7235688651799","11.2546045998527","11.779207982198","12.2355178318529","13.0622502471567","13.9316781637998","13.6734629958056","14.0534345199388","12.0796638879327","11.5521825807466","",
"Barbados","BRB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","60.4084481211559","64.8037331177968","61.1052958949718","68.3567218068102","76.1329081065045","72.0485408841375","69.0328677937625","66.4673366834171","69.3643807089782","67.1834288692027","60.0614056924736","54.2194172555837","45.459537373876","45.189081053175","48.3222455648926","43.1330630298563","41.6928831529144","34.6968066020811","38.1144453893816","38.1658924403152","44.1411144081767","44.5165945165945","48.2817802394976","44.7400283668316","45.574593113466","46.4023706551338","44.4852646270836","43.6001388187784","46.1929554025375","49.3590564400245","51.7473635593873","51.0439363103077","47.4321793568409","50.8887494772062","45.6534113103941","47.9977482946643","48.6268746379455","47.4620679287425","51.9924119241192","50.6981891566396","43.7725641612949","46.2138859142646","44.8622755964481","",
"Brunei Darussalam","BRN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","17.3534133476034","23.4262200404274","18.2588663576121","16.0878205734835","14.4727305671317","14.137868822883","11.6642662219527","13.713480405442","17.2264533450222","18.9810312780807","","","","","","35.2078919537464","37.2668860680144","40.17200938233","47.9090242112986","51.7636418450407","48.406214960756","55.8271236959762","60.6405101899348","58.4942335104315","57.4041297935103","48.4032320123124","35.8172935494234","39.1935647484115","41.6261387879542","35.9692157314985","31.7905237179863","27.2891694625922","25.2164514040536","27.8977164991738","27.6146073860544","35.7894601987022","27.9614767255217","30.0304681800627","35.4787211696005","42.8950041962984","30.6504920696468","32.6864664191698","37.7420239533927","35.6035537677593","",
"Bhutan","BTN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","37.7027613708762","48.038590525147","47.6961482805113","45.7720498105139","45.1303983466628","51.1376051744084","52.4213322640824","38.0913388779367","49.1163202787395","37.9675495834508","30.6526127645203","40.1228101992345","55.9038504475394","44.0936209494253","39.4260414226641","42.6295263957338","45.6683204096096","46.1159778874008","49.4175883883815","50.7011817211144","48.2876189635561","47.7481544453203","49.3287165670338","50.8283390210983","62.1644178212647","64.4483312148531","59.1778616605768","57.2955151670145","57.9591918749087","62.2041456363013","70.7312026704553","70.4861683343143","63.0385929627616","62.275570705192","57.3380065790712","63.1988515727779","50.2740588144506","49.5533863879225","",
"Botswana","BWA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","39.6439420829665","42.5255046714267","44.8389926172992","47.3453568518641","48.5767026134266","50.609756097561","50.9485094850949","50.7734931449839","62.9473684210526","52.5652565256526","60.9137055837564","61.5638766519824","60.5428796223446","61.96518146946","64.7751863428709","63.7921187892633","66.3214837712519","69.3096646942801","68.5243889968299","65.2499251721042","66.4423018616215","71.5303283249861","69.2741974068227","62.5656180736478","57.9621985661525","51.2317593531201","49.1287401123467","48.4421882103349","43.9296496960172","46.1362667074378","49.7919133338533","46.5288711852712","41.5716914916723","39.1124078090891","40.3582110436745","43.7586738039682","37.127130792","47.723676600574","52.551867219917","43.7318129125364","40.0929196197881","38.8674573300609","39.6783472803347","37.007184681116","41.3840351057579","35.5817985125809","34.0801152812935","40.5885562467541","51.0419431315907","51.8850709578167","51.2643319117251","53.5950437416637","61.4041519152358","61.4365895763162","53.9424727361402","53.5596063172031","43.1615573309225","33.927639123405","",
"Central African Republic","CAF","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","34.1818122618189","35.7615888118942","37.7049074334869","38.4858050224403","40.8045902843848","37.6693766937669","42.5257731958763","46.8982382133995","39.6312253595841","37.5984582382905","41.5623499086838","37.4234623370213","33.8130870580973","36.4868833574321","43.3361131787586","39.9199700572728","29.3266108057826","34.3249061268158","33.885760267333","35.1329394686053","41.0807828634967","34.059743898938","34.2245066020111","36.6162611098767","35.5016773850403","31.6359752409631","28.6226318484383","28.5502933989394","25.0538821705756","26.4631612106678","25.8755146524582","26.1226506625627","26.3633760833559","22.8890674752764","25.0186213434453","28.2549461602709","25.6140187532248","28.9342280996326","28.3926453039603","23.9886936193025","25.2875684031294","22.5732458997066","20.1458598429982","17.9952221645791","19.2460374099972","21.7081835399254","22.0798650802068","23.4655715983662","23.4338571075068","23.2356028285423","26.5097891580964","22.027568726358","21.7820986662381","25.0049351134049","37.5625159898757","34.5786994354794","30.0252921065853","31.7747999104642","",
"Canada","CAN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","18.135559267776","18.0517669285716","17.7928988202694","17.4494600662853","18.1545167335744","18.6531211721319","19.3063082692355","19.2523871025233","19.9826647754275","21.1429191684468","19.3805959382703","19.4082155064467","20.3535204396575","21.339048566763","23.8896347933818","23.7072856077875","22.4085931572471","22.8937392367943","24.1856808076778","25.7979202008672","25.7088103634581","25.6719174332168","21.3587815074992","21.7176446480863","24.4864126124678","25.2682828891231","26.0528172371055","24.8336323230628","25.2871151711801","24.9946937787171","24.8949129649912","24.8648200293742","26.5375639473254","29.1127680605097","31.6190990073552","32.9923893781824","33.1903577850303","36.2418713533104","38.1140409369515","38.3167605151445","38.6202579872639","36.370116746529","35.6982879510901","33.0156000687827","32.892595881242","32.9147342183782","32.6518371780859","32.0388781416584","32.6010951508328","29.91249645105","30.9887728464243","31.7639986394881","32.1835322206179","31.8100564311959","32.520726768433","33.9997623954151","33.3842297689125","33.168625600989","",
"Central Europe and the Baltics","CEB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4039380677584","36.7345092129467","39.3478987104048","39.544869872163","39.558012652972","44.2272012118117","44.2250133197183","43.5564839175099","45.5135830364592","48.9843497884618","49.9243858045319","54.3100260409935","55.5368680529431","55.0802016731325","47.2189785572926","53.0847500881964","57.3539741347195","58.5040291104299","58.1434513216038","59.7321548754851","59.757135985114","59.511305051013","61.5422899872845","",
